78.1;12.68;8.6;-62.01;12.9;63.05;47.7;4.5;3.2
78.15;12.74;8.5;-63;12.88;63.15;47.85;4.5;3.3
78.2;12.74;8.5;-63;12.88;63.25;48;4.5;3.3
78.25;12.72;8.45;-63;12.88;63.4;48.15;4.5;3.4
78.3;12.72;8.4;-63;12.86;63.55;48.3;4.5;3.4
78.35;12.72;8.35;-63;12.84;63.65;48.45;4.5;3.45
78.4;12.72;8.3;-63;12.84;63.7;48.55;4.6;3.5
78.45;12.72;8.2;-63;12.82;63.8;48.6;4.6;3.5
78.5;12.72;8.15;-63;12.8;63.9;48.7;4.6;3.6
78.55;12.72;8.1;-63;12.84;63.95;48.85;4.6;3.6
78.6;12.7;8.05;-63;12.88;64.05;49;4.6;3.65
78.65;12.68;8;-63;12.86;64.15;49.15;4.6;3.7
78.7;12.68;7.9;-61.99;12.86;64.25;49.3;4.6;3.7
78.75;12.68;7.85;-62.01;12.86;64.35;49.45;4.7;3.7
78.8;12.66;7.8;-63;12.84;64.45;49.55;4.7;3.8
78.85;12.64;7.7;-63;12.84;64.55;49.65;4.7;3.8
78.9;12.64;7.65;-63;12.84;64.6;49.75;4.7;3.8
78.95;12.62;7.6;-63;12.84;64.65;49.9;4.7;3.9
79;12.58;7.55;-63;12.82;64.75;50.05;4.7;3.9
79.05;12.62;7.5;-63;12.8;64.85;50.15;4.7;3.9
79.1;12.68;7.4;-63;12.8;64.95;50.25;4.75;3.9
79.15;12.68;7.4;-63;12.8;65;50.4;4.8;4
79.2;12.68;7.3;-63;12.78;65.05;50.55;4.8;4
79.25;12.68;7.3;-63;12.76;65.15;50.65;4.8;4
79.3;12.66;7.2;-63;12.76;65.25;50.7;4.8;4
79.35;12.64;7.2;-63;12.78;65.35;50.75;4.8;4
79.4;12.64;7.15;-63;12.8;65.4;50.85;4.8;4.1
79.45;12.64;7.1;-63;12.8;65.45;50.95;4.8;4.1
79.5;12.64;7.05;-63;12.8;65.55;51.05;4.9;4.1
79.5;12.64;7;-63;12.8;65.6;51.15;4.9;4.1
79.55;12.64;7;-63;12.8;65.65;51.25;4.9;4.1
79.6;12.64;6.9;-63;12.8;65.7;51.35;4.9;4.2
79.6;12.62;6.9;-63;12.8;65.75;51.45;4.9;4.2
79.65;12.6;6.9;-63;12.78;65.85;51.55;4.9;4.2
79.7;12.58;6.85;-63;12.76;65.9;51.65;4.9;4.2
79.75;12.56;6.8;-63;12.76;65.95;51.75;4.9;4.2
79.8;12.54;6.8;-63;12.76;66.05;51.85;5;4.2
79.85;12.54;6.8;-63;12.76;66.15;51.95;5;4.3
79.9;12.6;6.8;-63;12.74;66.2;52.05;5;4.3
79.95;12.64;6.7;-63;12.72;66.25;52.15;5;4.3
80;12.66;6.7;-63;12.74;66.35;52.25;5;4.3
80.05;12.72;6.7;-63;12.9;66.45;52.35;5;4.3
80.1;12.84;6.7;-63;13.07;66.5;52.4;5;4.3
80.1;12.96;6.6;-63;13.09;66.55;52.45;5;4.3
80.15;13;6.6;-63;13.09;66.6;52.55;5.05;4.4
80.2;13;6.6;-63;13.09;66.65;52.6;5.1;4.4
80.2;13;6.6;-61.99;13.09;66.7;52.65;5.1;4.4
80.2;13;6.5;-61;13.09;66.7;52.7;5.1;4.4
80.2;13;6.5;-62.01;13.09;66.7;52.75;5.1;4.4
80.2;13;6.5;-63;13.09;66.7;52.8;5.1;4.4
80.2;13;6.5;-63;13.09;66.7;52.85;5.1;4.4
80.15;13;6.5;-63;13.09;66.7;52.9;5.1;4.4
80.1;13;6.4;-63;13.09;66.7;52.9;5.1;4.5
80.1;13;6.4;-61.99;13.09;66.7;52.9;5.15;4.5
80.05;13;6.4;-62.01;13.09;66.7;52.9;5.2;4.5
80;13;6.4;-63;13.09;66.65;52.9;5.2;4.5
79.95;13;6.4;-63;13.09;66.6;52.85;5.2;4.5
79.9;13;6.4;-63;13.09;66.55;52.8;5.2;4.5
79.85;13;6.4;-63;13.09;66.5;52.75;5.2;4.5
79.75;13;6.4;-63;13.09;66.45;52.7;5.2;4.6
79.7;13;6.4;-63;13.09;66.35;52.65;5.3;4.6
79.65;13;6.4;-63;13.09;66.25;52.55;5.3;4.6
79.55;13;6.4;-61.99;13.09;66.2;52.5;5.3;4.6
79.5;13;6.5;-62;13.09;66.15;52.45;5.3;4.6
79.45;13;6.5;-63;13.09;66.05;52.35;5.3;4.6
79.35;13;6.5;-63;13.09;65.95;52.3;5.3;4.6
79.3;13;6.5;-63;13.08559;65.9;52.3;5.4;4.6
79.25;13.02;6.5;-63;13.09;65.85;52.25;5.4;4.7
79.15;13.02;6.5;-63;13.09;65.75;52.15;5.4;4.65
79.1;13;6.5;-63;13.09;65.65;52.1;5.4;4.7
79.05;13;6.5;-63;13.09;65.55;52.05;5.4;4.7
78.95;13;6.5;-63;13.09;65.45;51.95;5.4;4.7
78.85;13.02;6.6;-63;13.09;65.35;51.85;5.4;4.7
78.8;13.04;6.6;-63;13.09;65.3;51.75;5.5;4.7
78.75;13.02;6.6;-63;13.09;65.25;51.7;5.5;4.7
78.7;13.02;6.6;-63;13.09;65.15;51.65;5.5;4.7
78.7;13.04;6.65;-63;13.09;65.05;51.6;5.5;4.75
78.7;13.04;6.7;-63;13.09;65;51.55;5.5;4.8
78.7;13.04;6.7;-63;13.09;64.95;51.5;5.5;4.8
78.7;13.04;6.75;-62;13.09;64.85;51.5;5.6;4.8
78.65;13.02;6.8;-62;13.09;64.8;51.5;5.6;4.8
78.6;13;6.8;-63;13.09;64.8;51.45;5.6;4.85
78.6;12.98;6.9;-62;13.09;64.8;51.4;5.6;4.9
78.6;12.98;6.9;-61;13.09;64.8;51.45;5.6;4.9
78.55;13;6.9;-62;13.09;64.8;51.5;5.65;4.9
78.5;12.96;7;-63;13.07;64.8;51.5;5.7;4.9
78.5;12.9;7;-63;13.02;64.8;51.55;5.7;4.9
78.5;12.86;7.1;-63;12.98;64.85;51.65;5.7;5
78.55;12.84;7.15;-63;12.94;64.9;51.7;5.7;5
78.6;12.82;7.2;-63;12.92;64.95;51.75;5.75;5
78.6;12.8;7.2;-63;12.94;65;51.85;5.8;5
78.6;12.78;7.3;-63;12.96;65.05;51.95;5.8;5.05
78.6;12.76;7.3;-63;12.94;65.15;52.1;5.8;5.1
78.65;12.76;7.4;-63;12.92;65.25;52.25;5.8;5.1
78.7;12.76;7.4;-63;12.92;65.35;52.35;5.8;5.1
78.75;12.76;7.4;-63;12.92;65.4;52.45;5.8;5.1
78.8;12.74;7.45;-63;12.9;65.45;52.6;5.85;5.1
78.85;12.72;7.5;-63;12.88;65.6;52.75;5.9;5.2
78.9;12.72;7.5;-63;12.88;65.7;52.85;5.9;5.2
78.95;12.7;7.5;-63;12.88;65.75;52.95;5.9;5.2
79;12.64;7.5;-63;12.88;65.85;53.05;5.9;5.2
79;12.66;7.5;-63;12.88;65.95;53.15;5.9;5.2
79.05;12.72;7.5;-63;12.86;66.05;53.3;5.9;5.2
79.1;12.72;7.5;-63;12.84;66.1;53.45;5.9;5.2
79.1;12.72;7.6;-63;12.82;66.15;53.55;5.9;5.2
79.15;12.72;7.6;-63;12.8;66.25;53.65;5.9;5.25
79.2;12.72;7.6;-63;12.84;66.35;53.75;5.9;5.3
79.25;12.72;7.6;-63;12.88;66.45;53.85;5.9;5.3
79.3;12.72;7.6;-63;12.88;66.5;53.95;6;5.3
79.35;12.72;7.6;-63;12.86;66.55;54.05;6;5.3
79.4;12.72;7.6;-63;12.84;66.6;54.2;6;5.3
79.4;12.7;7.6;-63;12.84;66.65;54.3;6;5.3
79.45;12.68;7.6;-63;12.84;66.75;54.35;6;5.3
79.5;12.68;7.6;-63;12.84;66.8;54.45;6;5.35
79.5;12.68;7.6;-63;12.84;66.85;54.6;6;5.4
79.55;12.66;7.6;-63;12.84;66.95;54.75;6;5.4
79.6;12.64;7.6;-63;12.82;67;54.85;6;5.4
79.65;12.64;7.6;-63;12.8;67;54.95;6;5.4
79.7;12.62;7.6;-63;12.8;67.05;55.05;6;5.4
79.7;12.58;7.6;-63;12.78;67.15;55.15;6;5.4
79.75;12.62;7.6;-63;12.76;67.2;55.2;6;5.4
79.8;12.68;7.6;-63;12.76;67.25;55.25;6;5.45
79.8;12.68;7.6;-63;12.78;67.35;55.35;6;5.5
79.85;12.68;7.6;-63;12.82;67.45;55.45;6;5.5
79.9;12.68;7.6;-63;12.82;67.5;55.5;6;5.5
79.95;12.68;7.6;-63;12.8;67.55;55.55;6.1;5.5
80;12.66;7.6;-63;12.8;67.6;55.65;6.1;5.5
80;12.64;7.6;-63;12.8;67.65;55.75;6.1;5.5
80.05;12.64;7.6;-63;12.8;67.75;55.85;6.1;5.5
80.1;12.64;7.6;-63;12.8;67.8;55.95;6.1;5.6
80.1;12.64;7.6;-63;12.8;67.8;56.05;6.1;5.6
80.15;12.64;7.6;-63;12.78;67.85;56.15;6.1;5.6
80.2;12.64;7.6;-63;12.76;67.9;56.25;6.1;5.6
80.25;12.64;7.6;-63;12.76;67.95;56.3;6.1;5.6
80.3;12.64;7.6;-63;12.74;68.05;56.35;6.1;5.6
80.35;12.64;7.6;-63;12.76;68.1;56.45;6.1;5.6
80.4;12.64;7.6;-63;12.8;68.15;56.55;6.1;5.6
80.4;12.66;7.6;-63;12.84;68.2;56.65;6.1;5.6
80.45;12.74;7.6;-63;12.96;68.25;56.75;6.1;5.65
80.5;12.9;7.6;-63;13.07;68.35;56.8;6.1;5.7
80.5;13;7.6;-63;13.09;68.4;56.85;6.1;5.7
80.5;13;7.6;-63;13.09;68.4;56.95;6.2;5.7
80.5;13;7.6;-63;13.09;68.45;57;6.2;5.7
80.55;13;7.6;-63;13.09;68.5;57.05;6.2;5.7
80.6;13;7.6;-63;13.09;68.5;57.1;6.2;5.7
80.55;13;7.6;-63;13.09;68.5;57.1;6.2;5.7
80.5;13;7.5;-63;13.09;68.5;57.1;6.2;5.7
80.5;13;7.5;-62;13.09;68.45;57.15;6.2;5.7
80.5;13;7.5;-62;13.09;68.4;57.2;6.2;5.7
80.45;13;7.5;-63;13.09;68.4;57.15;6.2;5.7
80.4;13;7.5;-63;13.09;68.4;57.1;6.2;5.7
80.35;13;7.5;-63;13.09;68.35;57.1;6.2;5.7
80.3;13;7.5;-63;13.09;68.3;57.05;6.2;5.8
80.25;13;7.5;-63;13.09;68.25;57;6.2;5.8
80.15;13;7.55;-63;13.09;68.15;56.95;6.2;5.8
80.05;13;7.6;-63;13.09;68.05;56.85;6.25;5.8
80;13;7.6;-63;13.09;68;56.8;6.3;5.8
79.95;13;7.6;-63;13.09;67.95;56.75;6.3;5.8
79.85;13;7.6;-63;13.09;67.85;56.65;6.3;5.8
79.75;13;7.7;-63;13.09;67.75;56.55;6.3;5.8
79.7;13;7.7;-63;13.09;67.65;56.45;6.3;5.8
79.65;13.02;7.7;-62;13.09;67.55;56.4;6.3;5.9
79.55;13.02;7.75;-62;13.09;67.45;56.35;6.3;5.9
79.45;13;7.8;-63;13.09;67.35;56.25;6.35;5.9
79.35;13;7.8;-63;13.09;67.25;56.15;6.4;5.9
79.3;13;7.8;-63;13.09;67.15;56.1;6.4;5.9
79.25;13;7.8;-63;13.09;67.05;56;6.4;5.9
79.2;13;7.8;-63;13.09;66.95;55.9;6.4;5.9
79.2;13.02;7.9;-63;13.09;66.85;55.85;6.4;5.9
79.2;13.04;7.9;-63;13.09;66.8;55.75;6.4;5.9
79.2;13.04;7.9;-63;13.09;66.75;55.7;6.4;5.9
79.15;13.04;8;-63;13.09;66.65;55.65;6.4;5.9
79.1;13.02;8;-63;13.09;66.6;55.6;6.4;5.9
79.05;13.02;8.05;-62;13.09;66.55;55.55;6.5;6
79;13.04;8.1;-62;13.09;66.5;55.5;6.5;6
78.95;13.04;8.15;-63;13.09;66.5;55.5;6.5;6
78.9;13.02;8.2;-63;13.09;66.5;55.5;6.5;6
78.9;13.02;8.2;-63;13.09;66.5;55.5;6.5;6
78.85;13.02;8.3;-63;13.09;66.5;55.5;6.6;6.1
78.8;13;8.35;-63;13.09;66.5;55.55;6.6;6.1
78.8;13;8.4;-63;13.09;66.5;55.6;6.6;6.1
78.8;12.96;8.4;-63;13.02;66.5;55.6;6.6;6.1
78.8;12.9;8.5;-63;12.98;66.5;55.65;6.6;6.1
78.8;12.86;8.5;-63;13;66.55;55.75;6.6;6.2
78.8;12.82;8.6;-63;12.98;66.6;55.85;6.7;6.2
78.8;12.8;8.6;-63;12.96;66.65;55.9;6.7;6.2
78.85;12.8;8.7;-63;12.94;66.7;55.95;6.7;6.2
78.9;12.80023;8.7;-63;12.92;66.75;56.05;6.7;6.25
78.9;12.78;8.75;-63;12.92;66.85;56.15;6.7;6.3
78.9;12.76;8.8;-62;12.92;66.9;56.25;6.7;6.3
78.95;12.76;8.8;-62;12.9;66.95;56.4;6.7;6.3
79;12.76;8.9;-62;12.88;67.05;56.55;6.8;6.3
79.05;12.74;8.9;-62;12.84;67.15;56.7;6.8;6.35
79.1;12.72;8.9;-63;12.82;67.25;56.85;6.8;6.4
79.15;12.7;8.9;-63;12.86;67.3;56.95;6.8;6.4
79.2;12.68;9;-62;12.88;67.35;57.05;6.8;6.4
79.25;12.72;9;-62;12.88;67.45;57.15;6.8;6.4
79.3;12.74;9;-63;12.88;67.55;57.25;6.8;6.4
79.3;12.7;9;-63;12.88176;67.6;57.3;6.8;6.4
79.35;12.7;9;-63;12.88;67.65;57.4;6.8;6.4
79.4;12.72;9;-63;12.88;67.75;57.55;6.8;6.45
79.45;12.72;9;-63;12.88;67.8;57.65;6.8;6.5
79.5;12.72;9;-63;12.86;67.85;57.75;6.8;6.5
79.5;12.72;9;-63;12.84;67.95;57.85;6.85;6.5
79.55;12.72;9;-63;12.84;68.05;57.95;6.9;6.5
79.6;12.7;9;-63;12.84;68.1;58.05;6.9;6.5
79.65;12.68;9;-63;12.82;68.15;58.15;6.9;6.5
79.7;12.68;9;-63;12.8;68.2;58.25;6.9;6.5
79.7;12.68;9;-63;12.8;68.2;58.35;6.9;6.5
79.75;12.68;9;-63;12.78;68.25;58.45;6.9;6.5
79.8;12.66;9;-63;12.78;68.35;58.55;6.9;6.5
79.8;12.64;9;-63;12.82;68.4;58.65;6.9;6.5
79.8;12.62;9;-63;12.84;68.45;58.7;6.9;6.6
79.85;12.58;9;-63;12.84;68.5;58.75;6.9;6.6
79.9;12.62;9;-63;12.84;68.55;58.85;6.9;6.6
79.9;12.68;9.1;-63;12.82;68.65;58.95;6.9;6.6
79.95;12.68;9.05;-63;12.8;68.7;59.05;6.9;6.6
80;12.68;9.05;-63;12.8;68.75;59.15;6.9;6.6
80;12.68;9.1;-63;12.8;68.8;59.25;6.9;6.6
80;12.68;9.05;-63;12.8;68.8;59.35;6.9;6.6
80.05;12.68;9;-63;12.8;68.85;59.45;6.9;6.6
80.1;12.66;9.1;-63;12.8;68.9;59.5;6.9;6.7
80.15;12.64;9.1;-63;12.78;68.95;59.55;6.9;6.7
80.2;12.64;9.1;-63;12.76;69;59.65;6.9;6.7
80.2;12.64;9.1;-63;12.76;69.05;59.75;7;6.7
80.25;12.64;9.1;-63;12.74;69.15;59.85;7;6.7
80.3;12.64;9.1;-63;12.74;69.2;59.95;7;6.7
80.3;12.64;9.1;-63;12.78;69.25;60.05;7;6.7
80.35;12.64;9.1;-63;12.8;69.3;60.1;7;6.7
80.4;12.62;9.1;-63;12.78;69.35;60.15;7;6.7
80.4;12.6;9.1;-63;12.78;69.45;60.25;7;6.8
80.45;12.6;9.1;-63;12.8;69.45;60.35;7;6.8
80.5;12.62;9.1;-63;12.8;69.45;60.4;7;6.8
80.5;12.7;9.1;-63;12.84;69.55;60.45;7;6.8
80.5;12.82;9.1;-63;12.92;69.6;60.5;7;6.8
80.55;12.92;9;-63;13;69.65;60.55;7;6.8
80.6;12.94;9.05;-63;13.04;69.7;60.65;7;6.8
80.6;12.96;9.05;-63;13.07;69.7;60.7;7;6.8
80.6;13;9;-63;13.09;69.7;60.75;7;6.8
80.6;13;9;-63;13.09;69.75;60.85;7;6.8
80.6;13;9;-63;13.09;69.8;60.9;7;6.8
80.6;13;9;-63;13.09;69.8;60.95;7;6.8
80.6;13;9;-63;13.09;69.8;61;7;6.8
80.6;13;9;-63;13.09;69.8;61;7;6.8
80.6;13;9;-63;13.09;69.8;61;7;6.8
80.55;13;9;-62;13.09;69.75;61;7;6.8
80.5;13;9;-62;13.09;69.7;61;7;6.8
80.5;13;9;-63;13.09;69.7;61;7.1;6.85
80.45;13;9;-63;13.09;69.7;61;7.05;6.8
80.4;13;9;-63;13.09;69.65;61;7.1;6.85
80.4;13;9;-63;13.09;69.6;61;7.1;6.9
80.35;13;9;-63;13.09;69.6;61;7.1;6.9
80.3;13;9;-63;13.09;69.6;61;7.1;6.9
80.3;13;9;-63;13.09;69.55;61;7.1;6.9
80.25;13;9;-63;13.09;69.5;61;7.1;6.9
80.2;13;9;-63;13.09;69.5;61;7.1;6.9
80.2;13;9;-63;13.09;69.5;60.95;7.1;6.9
80.15;13;9.05;-62;13.09;69.45;60.9;7.1;6.9
80.1;13;9.1;-62;13.09;69.35;60.9;7.1;6.9
80.05;13;9.1;-63;13.09;69.3;60.85;7.1;6.9
79.95;13.02;9.1;-63;13.09;69.25;60.8;7.1;6.9
79.9;13.02;9.1;-63;13.09;69.2;60.8;7.1;6.9
79.85;13;9.1;-63;13.09;69.15;60.75;7.15;6.9
79.75;13.02;9.1;-63;13.09;69.05;60.7;7.1;6.9
79.65;13.04;9.1;-63;13.09;69;60.65;7.2;6.9
79.6;13.02;9.1;-63;13.09;68.95;60.6;7.2;6.9
79.55;13.02;9.1;-63;13.09;68.85;60.55;7.2;6.9
79.45;13.04;9.1;-63;13.09;68.8;60.45;7.2;6.9
79.35;13.04;9.1;-63;13.09;68.75;60.4;7.2;6.9
79.3;13.04;9.1;-63;13.09;68.65;60.35;7.2;6.9
79.25;13.04;9.1;-63;13.09;68.55;60.3;7.2;6.95
79.2;13.04;9.1;-63;13.09;68.5;60.25;7.2;7
79.2;13.04;9.2;-63;13.09;68.45;60.2;7.2;7
79.2;13.04;9.2;-63;13.04;68.4;60.15;7.25;7
79.2;13.04;9.2;-63;13.04;68.4;60.1;7.3;7
79.2;13.04;9.3;-63;13.09;68.35;60.1;7.3;7.05
79.1;13.02;9.3;-63;13.09;68.35;60.1;7.3;7.1
78.85;13;9.35;-63;13.09;68.4;60.1;7.3;7.1
78.45;12.96;9.4;-63;13.07;68.4;60.15;7.3;7.1
77.9;12.9;9.5;-63;13.02;68.4;60.2;7.3;7.2
77.2;12.86;9.5;-63;13;68.4;60.2;7.4;7.2
76.35;12.82;9.6;-63;12.98;68.45;60.25;7.4;7.2
75.35;12.8;9.7;-63;12.96;68.5;60.35;7.4;7.2
74.15;12.78;9.7;-63;12.94;68.5;60.4;7.4;7.3
72.65;12.76;9.8;-63;12.92;68.55;60.45;7.4;7.3
70.75;12.76;9.85;-63;12.92;68.6;60.55;7.45;7.3
68.4;12.74;9.9;-63;12.9;68.65;60.65;7.5;7.3
65.6;12.7;9.95;-63;12.88;68.75;60.75;7.5;7.4
62.25;12.7;10.05;-63;12.88;68.85;60.85;7.5;7.4
58.15;12.74;10.1;-63;12.86;68.9;60.95;7.5;7.45
53.25;12.76;10.1;-63;12.84;68.95;61.05;7.5;7.4
47.5;12.76;10.1;-63;12.88;69;61.15;7.5;7.4
40.84;12.68;10.1;-63;12.9;69;61.2;7.5;7.4
33.39;12.68;10.1;-63;12.88;69.05;61.25;7.5;7.4
25.19;12.76;10.15;-63;12.88;69.15;61.4;7.55;7.45
16.39;12.74;10.2;-63;12.88;69.2;61.5;7.55;7.5
7.84;12.72;10.2;-63;12.88;69.25;61.55;7.5;7.5
1.95;12.72;10.2;-63;12.88;69.3;61.65;7.5;7.5
-0.2;12.72;10.2;-63;12.86;69.35;61.75;7.6;7.5
-0.5;12.72;10.2;-63;12.86;69.4;61.85;7.6;7.5
-0.5;12.72;10.3;-63;12.86;69.45;61.95;7.6;7.5
-0.5;12.7;10.3;-63;12.84;69.5;62;7.6;7.5
-0.5;12.68;10.3;-63;12.84;69.5;62.05;7.6;7.5
-0.5;12.68;10.3;-63;12.82;69.55;62.15;7.6;7.6
-0.5;12.66;10.3;-63;12.8;69.65;62.2;7.6;7.6
-0.5;12.64;10.3;-63;12.78;69.7;62.25;7.6;7.6
-0.5;12.6;10.3;-63;12.76;69.75;62.35;7.6;7.6
-0.5;12.64;10.35;-63;12.8;69.8;62.45;7.6;7.6
-0.5;12.72;10.35;-63;12.84;69.85;62.55;7.6;7.6
-0.5;12.7;10.35;-63;12.84;69.9;62.6;7.6;7.6
-0.5;12.68;10.4;-63;12.84;69.95;62.65;7.6;7.6
-0.5;12.68;10.35;-63;12.82;70;62.7;7.6;7.6
-0.5;12.68;10.4;-63;12.8;70;62.75;7.6;7.6
-0.5;12.68;10.4;-63;12.8;70;62.85;7.6;7.7
-0.5;12.68;10.4;-63;12.8;70.05;62.95;7.6;7.7
-0.5;12.68;10.4;-63;12.8;70.1;63.05;7.6;7.7
-0.5;12.68;10.4;-63;12.8;70.15;63.1;7.6;7.7
-0.5;12.68;10.4;-63;12.8;70.2;63.15;7.6;7.7
-0.5;12.68;10.4;-63;12.8;70.25;63.25;7.6;7.7
-0.5;12.66;10.4;-63;12.78;70.3;63.35;7.7;7.7
-0.5;12.64;10.4;-63;12.76;70.3;63.4;7.65;7.7
-0.5;12.64;10.4;-63;12.74;70.35;63.45;7.65;7.7
-0.5;12.64;10.4;-63;12.74;70.45;63.5;7.7;7.75
-0.5;12.62;10.45;-63;12.78;70.5;63.55;7.7;7.8
-0.5;12.58;10.5;-63;12.80023;70.5;63.6;7.7;7.8
-0.5;12.58;10.5;-63;12.8;70.55;63.6;7.7;7.8
-0.5;12.64;10.5;-63;12.8;70.6;63.65;7.7;7.8
-0.5;12.68;10.5;-63;12.8;70.65;63.75;7.7;7.8
-0.5;12.68;10.5;-63;12.8;70.7;63.85;7.7;7.8
-0.5;12.7;10.5;-63;12.8;70.75;63.9;7.7;7.8
-0.5;12.86;10.45;-63;12.82;70.8;63.95;7.7;7.8
-0.5;13;10.5;-63;12.96;70.8;64;7.7;7.8
-0.5;13;10.5;-63;13.09;70.85;64.05;7.7;7.9
-0.5;13;10.5;-63;13.09;70.9;64.15;7.7;7.9
-0.5;13;10.5;-63;13.09;70.9;64.2;7.7;7.9
-0.5;13;10.4;-63;13.09;70.95;64.2;7.7;7.9
-0.5;13;10.4;-63;13.09;70.95;64.25;7.7;7.9
-0.5;13;10.4;-63;13.09;70.9;64.3;7.7;7.85
-0.5;13;10.4;-63;13.09;70.9;64.3;7.7;7.8
-0.5;13;10.4;-63;13.09;70.9;64.3;7.7;7.9
-0.5;13.15;10.4;-63;13.09;70.9;64.3;7.7;7.9
-0.5;13.17;10.3;-63;13.09;70.9;64.3;7.7;7.9
-0.5;13.04;10.3;-63;13.09;70.85;64.3;7.7;7.9
-0.5;13.09;10.3;-63;13.09;70.8;64.3;7.7;7.9
-0.5;13.07;10.3;-63;13.09;70.8;64.25;7.7;7.9
-0.5;13.02;10.3;-63;13.09;70.8;64.2;7.7;7.9
-0.5;13.07;10.3;-63;13.09;70.75;64.2;7.7;7.9
-0.5;13.11;10.3;-63;13.09;70.7;64.2;7.7;7.9
-0.5;13.13;10.3;-63;13.09;70.7;64.2;7.8;7.9
-0.5;13.13;10.3;-63;13.09;70.7;64.2;7.8;7.9
-0.5;13.11;10.3;-62;13.09;70.65;64.2;7.8;7.9
-0.5;13.08559;10.4;-62;13.09;70.6;64.2;7.8;7.9
-0.5;13.11;10.4;-63;13.09;70.55;64.2;7.8;8
-0.5;13.13;10.4;-63;13.09;70.5;64.2;7.8;8
-0.5;13.15;10.5;-63;13.09;70.5;64.2;7.8;8
-0.5;13.25;10.5;-63;13.09;70.5;64.2;7.8;8
-0.5;13.31;10.5;-62;13.09;70.5;64.2;7.8;8
-0.5;13.17;10.5;-62;13.09;70.5;64.2;7.8;8
-0.5;13.04;10.5;-62;13.09;70.5;64.2;7.8;8
-0.5;13.19;10.5;-62;13.09;70.45;64.2;7.8;8
-0.5;13.19;10.55;-61;13.09;70.4;64.2;7.8;8
-0.5;13.19;10.6;-61;13.09;70.4;64.2;7.9;8
-0.5;13.23;10.6;-63;13.09;70.4;64.2;7.9;8
-0.5;13.09;10.6;-63;13.09;70.4;64.2;7.9;8
-0.5;13.19;10.6;-63;13.09;70.4;64.25;7.9;8
-0.5;13.19;10.7;-63;13.09;70.4;64.25;7.9;8
